"time","deltaFrequency"
5.986,9.252183811980785e-5
5.987,9.237275668994016e-5
5.988,9.22229202515723e-5
5.989,9.207233048869057e-5
5.99,9.192098908528124e-5
5.991,9.176889771822516e-5
5.992,9.161605809282491e-5
5.993,9.146247190727763e-5
5.994,9.130814085978045e-5
5.995,9.115306667695222e-5
5.996,9.099725108541179e-5
5.997,9.0840695811778e-5
5.998,9.068340259688057e-5
5.999,9.052537318154918e-5
6,9.036660932082441e-5
6.001,9.02071127697468e-5
6.002,9.00468853046732e-5
6.003,8.988592868064416e-5
6.004,8.972424470243823e-5
6.005,8.956177082808381e-5
6.006,8.93985668710684e-5
6.007,8.923463762045003e-5
6.008,8.906998480995298e-5
6.009,8.890461017330153e-5
6.01,8.873851545132538e-5
6.011,8.857170239195966e-5
6.012,8.840417276445578e-5
6.013,8.823592830253801e-5
6.014,8.806697080387949e-5
6.015,8.789730201641532e-5
6.016,8.772692373781865e-5
6.017,8.755583773734088e-5
6.018,8.738404581976056e-5
6.019,8.721154976853995e-5
6.02,8.703835139556304e-5
6.021,8.68644525127138e-5
6.022,8.66898549318762e-5
6.023,8.651456046493422e-5
6.024,8.633857095219355e-5
6.025,8.616188821974902e-5
6.026,8.598451411501173e-5
6.027,8.580645046407653e-5
6.028,8.562769913567081e-5
6.029,8.544826197720568e-5
6.03,8.52681408503031e-5
6.031,8.50873376307959e-5
6.032,8.490585418741148e-5
6.033,8.472369241019351e-5
6.034,8.454085416076396e-5
6.035,8.435734135758821e-5
6.036,8.417315588360452e-5
6.037,8.398829964306742e-5
6.038,8.380277454733687e-5
6.039,8.361658251487825e-5
6.04,8.342972545705152e-5
6.041,8.324220531363835e-5
6.042,8.305402401020956e-5
6.043,8.286518347944138e-5
6.044,8.267568567532635e-5
6.045,8.248553254475155e-5
6.046,8.229472603460408e-5
6.047,8.210326811308732e-5
6.048,8.191116074840465e-5
6.049,8.171840590875945e-5
6.05,8.152500557656595e-5
6.051,8.133096173423837e-5
6.052,8.113627637129639e-5
6.053,8.094095147015423e-5
6.054,8.074498906296412e-5
6.055,8.054839112503487e-5
6.056,8.035115968141326e-5
6.057,8.015329674293525e-5
6.058,7.995480434885849e-5
6.059,7.975568451712434e-5
6.06,7.95559392727796e-5
6.061,7.93555706763982e-5
6.062,7.915458076013238e-5
6.063,7.895297157745063e-5
6.064,7.875074518182146e-5
6.065,7.854790364802966e-5
6.066,7.834444902954374e-5
6.067,7.814038340825391e-5
6.068,7.793570886605039e-5
6.069,7.773042747771797e-5
6.07,7.752454133225228e-5
6.071,7.731805253285984e-5
6.072,7.711096318274713e-5
6.073,7.690327537801522e-5
6.074,7.669499123608148e-5
6.075,7.648611287436324e-5
6.076,7.627664241027787e-5
6.077,7.6066581982559e-5
6.078,7.585593372283483e-5
6.079,7.564469975562815e-5
6.08,7.543288223388345e-5
6.081,7.522048331765063e-5
6.082,7.500750514566334e-5
6.083,7.479394988507693e-5
6.084,7.457981970304672e-5
6.085,7.43651167738335e-5
6.086,7.414984326459262e-5
6.087,7.393400136379569e-5
6.088,7.371759325280891e-5
6.089,7.350062113431477e-5
6.09,7.328308718967946e-5
6.091,7.306499133363786e-5
6.092,7.284628203052534e-5
6.093,7.262701473820243e-5
6.094,7.240719160250819e-5
6.095,7.218681479059796e-5
6.096,7.196588645541624e-5
6.097,7.174440877122379e-5
6.098,7.152238389807053e-5
6.099,7.12998140031118e-5
6.1,7.10767012890301e-5
6.101,7.085304790166447e-5
6.102,7.062885605790825e-5
6.103,7.040412793202222e-5
6.104,7.017886571958343e-5
6.105,6.995307163037978e-5
6.106,6.972674785288291e-5
6.107,6.949989659688072e-5
6.108,6.927252007216111e-5
6.109,6.904462050982829e-5
6.11,6.881620011256473e-5
6.111,6.858726111147462e-5
6.112,6.835780573055672e-5
6.113,6.812783620091523e-5
6.114,6.789735476075975e-5
6.115,6.766636365540535e-5
6.116,6.74348651159562e-5
6.117,6.720286139483278e-5
6.118,6.697035475866642e-5
6.119,6.673734744566673e-5
6.12,6.650384172246504e-5
6.121,6.626983984858725e-5
6.122,6.603534410487555e-5
6.123,6.580035675796125e-5
6.124,6.556488006737027e-5
6.125,6.532891632815563e-5
6.126,6.509246782115952e-5
6.127,6.485553684143497e-5
6.128,6.461812566982417e-5
6.129,6.438023660138015e-5
6.13,6.414187193826137e-5
6.131,6.390303398973174e-5
6.132,6.366372505084428e-5
6.133,6.342394744507374e-5
6.134,6.318370347457858e-5
6.135,6.294299546283355e-5
6.136,6.27018257333134e-5
6.137,6.246019660949287e-5
6.138,6.22181104148467e-5
6.139,6.197556949416594e-5
6.14,6.173257617803074e-5
6.141,6.148913281123214e-5
6.142,6.124524173145574e-5
6.143,6.100090527638713e-5
6.144,6.075612582634449e-5
6.145,6.051090570480255e-5
6.146,6.0265247292079493e-5
6.147,6.001915294717719e-5
6.148,5.9772625029097526e-5
6.149,5.952566590394781e-5
6.15,5.927827795204621e-5
6.151,5.903046354660546e-5
6.152,5.8782225075049155e-5
6.153,5.853356491059003e-5
6.154,5.828448544065168e-5
6.155,5.803498905976312e-5
6.156,5.7785078155347946e-5
6.157,5.753475513614603e-5
6.158,5.728402238958097e-5
6.159,5.703288233149806e-5
6.16,5.678133735642632e-5
6.161,5.6529389887316484e-5
6.162,5.627704233290842e-5
6.163,5.602429710194201e-5
6.164,5.577115663157883e-5
6.165,5.551762333766419e-5
6.166,5.526369965025424e-5
6.167,5.500938799229971e-5
6.168,5.475469080806761e-5
6.169,5.4499610527614095e-5
6.17,5.4244149588100754e-5
6.171,5.398831044800545e-5
6.172,5.373209553738434e-5
6.173,5.347550731471529e-5
6.174,5.321854823137073e-5
6.175,5.296122074582854e-5
6.176,5.270352730946115e-5
6.177,5.244547039495728e-5
6.178,5.2187046939877746e-5
6.179,5.192822591482127e-5
6.18,5.166904668385541e-5
6.181,5.1409511677036335e-5
6.182,5.1149623310209336e-5
6.183,5.088938401343057e-5
6.184,5.0628796230967055e-5
6.185,5.0367862378664086e-5
6.186,5.0106584900788675e-5
6.187,4.984496623450241e-5
6.188,4.9583008824072294e-5
6.189,4.932071510665992e-5
6.19,4.905808752653229e-5
6.191,4.879512852795642e-5
6.192,4.853184056941018e-5
6.193,4.8268226102266e-5
6.194,4.800428757079089e-5
6.195,4.7740027440568156e-5
6.196,4.747544814875937e-5
6.197,4.721055218226411e-5
6.198,4.694534198534939e-5
6.199,4.667982003780935e-5
6.2,4.641398878391101e-5
6.201,4.614785071055394e-5
6.202,4.588140827621601e-5
6.203,4.561466396069136e-5
6.204,4.534762022956329e-5
6.205,4.50802795768368e-5
6.206,4.481264446098976e-5
6.207,4.454471736892174e-5
6.208,4.4276500780426886e-5
6.209,4.400799718240478e-5
6.21,4.373920906886042e-5
6.211,4.3470138912482525e-5
6.212,4.32007892072761e-5
6.213,4.293116244724615e-5
6.214,4.266126111929225e-5
6.215,4.239108772452482e-5
6.216,4.212064475694888e-5
6.217,4.184993471767484e-5
6.218,4.157896010070772e-5
6.219,4.1307723414263364e-5
6.22,4.103622715945221e-5
6.221,4.0764473837384685e-5
6.222,4.049246594917122e-5
6.223,4.022020602434395e-5
6.224,3.994769654980246e-5
6.225,3.967494005507888e-5
6.226,3.940193903417821e-5
6.227,3.91286960166326e-5
6.228,3.8855213510657904e-5
6.229,3.858149403868083e-5
6.23,3.830754012312809e-5
6.231,3.803335427221555e-5
6.232,3.7758939015475335e-5
6.233,3.7484296875334167e-5
6.234,3.720943038842961e-5
6.235,3.6934342055872094e-5
6.236,3.665903442140461e-5
6.237,3.6383510014559306e-5
6.238,3.6107771357762886e-5
6.239,3.5831820994758345e-5
6.24,3.555566144086697e-5
6.241,3.527929525404261e-5
6.242,3.500272494250112e-5
6.243,3.4725953071301774e-5
6.244,3.4448982148660434e-5
6.245,3.417181473253095e-5
6.246,3.389445336665631e-5
6.247,3.3616900580568654e-5
6.248,3.333915891801098e-5
6.249,3.306123092272628e-5
6.25,3.2783119152668405e-5
6.251,3.250482613736949e-5
6.252,3.222635443478339e-5
6.253,3.194770659575852e-5
6.254,3.166888515693245e-5
6.255,3.1389892669153596e-5
6.256,3.1110731690375815e-5
6.257,3.0831404771447524e-5
6.258,3.055191447032257e-5
6.259,3.027226333784938e-5
6.26,2.9992453917770945e-5
6.261,2.9712488782251967e-5
6.262,2.943237047503544e-5
6.263,2.9152101561180643e-5
6.264,2.887168460574685e-5
6.265,2.8591116269183203e-5
6.266,2.8310382610641227e-5
6.267,2.8029507234350604e-5
6.268,2.7748492669843472e-5
6.269,2.746734144665197e-5
6.27,2.7186056094308242e-5
6.271,2.690463914944985e-5
6.272,2.6623093134503506e-5
6.273,2.634142057900135e-5
6.274,2.6059624012475524e-5
6.275,2.5777705985774446e-5
6.276,2.5495669007113975e-5
6.277,2.5213515620237104e-5
6.278,2.4931248354675972e-5
6.279,2.464886973996272e-5
6.28,2.4366382305629486e-5
6.281,2.4083788595419264e-5
6.282,2.3801091131758767e-5
6.283,2.3518292444180133e-5
6.284,2.3235395076426357e-5
6.285,2.2952401543818723e-5
6.286,2.2669314397205653e-5
6.287,2.238613615901386e-5
6.288,2.2102869365880906e-5
6.289,2.1819516540233508e-5
6.29,2.1536080225814658e-5
6.291,2.1252562945051068e-5
6.292,2.0968967234580305e-5
6.293,2.0685295623934508e-5
6.294,2.0401550649751243e-5
6.295,2.0117734834457224e-5
6.296,1.9833850714690016e-5
6.297,1.954990081287633e-5
6.298,1.9265887672759163e-5
6.299,1.8981813816765225e-5
6.3,1.8697681774426655e-5
6.301,1.8413494075275594e-5
6.302,1.812925324884418e-5
6.303,1.7844961817559124e-5
6.304,1.7560622325163422e-5
6.305,1.7276237286978358e-5
6.306,1.6991809225430643e-5
6.307,1.6707340677157845e-5
6.308,1.642283417879753e-5
6.309,1.6138292231460127e-5
6.31,1.5853717371783205e-5
6.311,1.556911213640433e-5
6.312,1.5284479026433928e-5
6.313,1.4999820585614998e-5
6.314,1.4715139322163395e-5
6.315,1.4430437772716687e-5
6.316,1.414571844549073e-5
6.317,1.3860983870017662e-5
6.318,1.357623656161877e-5
6.319,1.3291479042720766e-5
6.32,1.3006713828644934e-5
6.321,1.2721943448923412e-5
6.322,1.2437170411772058e-5
6.323,1.215239722540673e-5
6.324,1.186762641225414e-5
6.325,1.1582860494740999e-5
6.326,1.1298101981083164e-5
6.327,1.1013353379496493e-5
6.328,1.0728617212407698e-5
6.329,1.0443895988032637e-5
6.33,1.0159192207481738e-5
6.331,9.874508386076286e-6
6.332,9.58984703203214e-6
6.333,9.305210660670582e-6
6.334,9.020601758891189e-6
6.335,8.7360228562261e-6
6.336,8.45147643957489e-6
6.337,8.166965010047988e-6
6.338,7.88249108296668e-6
6.339,7.598057145230541e-6
6.34,7.313665705055428e-6
6.341,7.0293192564463425e-6
6.342,6.7450203005137155e-6
6.343,6.460771331262549e-6
6.344,6.176574842697846e-6
6.345,5.892433328824609e-6
6.346,5.60834928364784e-6
6.347,5.324325186961687e-6
6.348,5.040363554087435e-6
6.349,4.756466843502949e-6
6.35,4.472637549213232e-6
6.351,4.188878172328714e-6
6.352,3.9051879170415305e-6
6.353,3.621564623301765e-6
6.354,3.3380181605480175e-6
6.355,3.054550980152726e-6
6.356,2.771165554804611e-6
6.357,2.4878643500869657e-6
6.358,2.2046498173722284e-6
6.359,1.9215244293491196e-6
6.36,1.6384906373900776e-6
6.361,1.3555508928675408e-6
6.362,1.0727076613648023e-6
6.363,7.899633800434458e-7
6.364,5.073205215921917e-7
6.365,2.2478152317262357e-7
6.366,-5.765117805367481e-8
6.367,-3.399751165034104e-7
6.368,-6.221878621204269e-7
6.369,-9.042869777431406e-7
6.37,-1.1862700048936858e-6
6.371,-1.4681345348321884e-6
6.372,-1.749878101975355e-6
6.373,-2.031498297583312e-6
6.374,-2.31299267028362e-6
6.375,-2.5943588042309784e-6
6.376,-2.8755942693692305e-6
6.377,-3.1566966427476473e-6
6.378,-3.4376635014155e-6
6.379,-3.718492415316632e-6
6.38,-3.999180982816597e-6
6.381,-4.279726773859238e-6
6.382,-4.5601273797046815e-6
6.383,-4.840380384507625e-6
6.384,-5.12048339373905e-6
6.385,-5.4004339773428e-6
6.386,-5.680229762106137e-6
6.387,-5.959868310867478e-6
6.388,-6.2393472504140846e-6
6.389,-6.518664164900656e-6
6.39,-6.7978166669036e-6
6.391,-7.076802368999324e-6
6.392,-7.355618876658809e-6
6.393,-7.634263802458463e-6
6.394,-7.912734758974693e-6
6.395,-8.191029365889335e-6
6.396,-8.469145242884224e-6
6.397,-8.747080009641195e-6
6.398,-9.024831300052938e-6
6.399,-9.30239672669586e-6
6.4,-9.579773937673508e-6
6.401,-9.856960552667715e-6
6.402,-1.0133954219782026e-5
6.403,-1.0410752558698277e-5
6.404,-1.068735322462544e-5
6.405,-1.0963753865667059e-5
6.406,-1.123995212282125e-5
6.407,-1.1515945644191561e-5
6.408,-1.1791732077881534e-5
6.409,-1.2067309086205569e-5
6.41,-1.2342674324372638e-5
6.411,-1.261782545469714e-5
6.412,-1.2892760139493475e-5
6.413,-1.316747604818147e-5
6.414,-1.3441970850180951e-5
6.415,-1.3716242214911745e-5
6.416,-1.3990287818899105e-5
6.417,-1.4264105345773714e-5
6.418,-1.4537692472060826e-5
6.419,-1.4811046888496548e-5
6.42,-1.5084166271606136e-5
6.421,-1.5357048319231126e-5
6.422,-1.5629690729213053e-5
6.423,-1.5902091199393453e-5
6.424,-1.6174247427613864e-5
6.425,-1.644615711171582e-5
6.426,-1.6717817963751713e-5
6.427,-1.6989227695773934e-5
6.428,-1.7260384019834873e-5
6.429,-1.753128465509235e-5
6.43,-1.7801927313598753e-5
6.431,-1.8072309728722757e-5
6.432,-1.834242961962218e-5
6.433,-1.8612284719665695e-5
6.434,-1.8881872762221974e-5
6.435,-1.9151191487765118e-5
6.436,-1.94202386296638e-5
6.437,-1.9689011935497547e-5
6.438,-1.9957509152845887e-5
6.439,-2.022572576265702e-5
6.44,-2.0493658055897868e-5
6.441,-2.0761307226280223e-5
6.442,-2.1028671049805325e-5
6.443,-2.1295747266947274e-5
6.444,-2.1562533660812733e-5
6.445,-2.1829027964770376e-5
6.446,-2.209522798324315e-5
6.447,-2.2361131456705152e-5
6.448,-2.2626736182473906e-5
6.449,-2.2892039936550646e-5
6.45,-2.3157040487831182e-5
6.451,-2.342173564784389e-5
6.452,-2.3686123185484576e-5
6.453,-2.3950200912281616e-5
6.454,-2.4213966611341675e-5
6.455,-2.44774180870877e-5
6.456,-2.474055315815349e-5
6.457,-2.5003369621856564e-5
6.458,-2.5265865296830725e-5
6.459,-2.5528038001709774e-5
6.46,-2.5789885548022085e-5
6.461,-2.605140577571774e-5
6.462,-2.6312596496325114e-5
6.463,-2.6573455556899717e-5
6.464,-2.6833980790286205e-5
6.465,-2.7094170029329234e-5
6.466,-2.7354021128189743e-5
6.467,-2.761353194102867e-5
6.468,-2.7872700307796094e-5
6.469,-2.8131524089758386e-5
6.47,-2.839000114818191e-5
6.471,-2.8648129351438456e-5
6.472,-2.8905906560794392e-5
6.473,-2.9163330665937792e-5
6.474,-2.9420399521029594e-5
6.475,-2.96771110228633e-5
6.476,-2.993346305402156e-5
6.477,-3.0189453518403297e-5
6.478,-3.044508028438031e-5
6.479,-3.070034127006238e-5
6.48,-3.095523437934844e-5
6.481,-3.120975750192656e-5
6.482,-3.1463908563011955e-5
6.483,-3.171768548071441e-5
6.484,-3.1971086166038276e-5
6.485,-3.2224108558409625e-5
6.486,-3.247675057593824e-5
6.487,-3.272901015094476e-5
6.488,-3.298088522996068e-5
6.489,-3.323237375241206e-5
6.49,-3.34834736648304e-5
6.491,-3.373418292085262e-5
6.492,-3.398449947411564e-5
6.493,-3.4234421285361805e-5
6.494,-3.4483946329544324e-5
6.495,-3.4733072560300116e-5
6.496,-3.498179796679324e-5
6.497,-3.523012052397689e-5
6.498,-3.547803821390971e-5
6.499,-3.572554903286118e-5
6.5,-3.597265096288993e-5
6.501,-3.6219342021581724e-5
6.502,-3.6465620190995196e-5
6.503,-3.671148349582154e-5
6.504,-3.695692993233024e-5
6.505,-3.720195753231792e-5
6.506,-3.7446564313370345e-5
6.507,-3.769074830728414e-5
6.508,-3.793450754585592e-5
6.509,-3.817784006088232e-5
6.51,-3.8420743891265374e-5
6.511,-3.8663217097223423e-5
6.512,-3.8905257717658515e-5
6.513,-3.9146863826999834e-5
6.514,-3.9388033478360285e-5
6.515,-3.96287647319582e-5
6.516,-3.986905567643362e-5
6.517,-4.010890437200487e-5
6.518,-4.034830891441743e-5
6.519,-4.058726737810048e-5
6.52,-4.082577787301034e-5
6.521,-4.106383849489248e-5
6.522,-4.130144733949237e-5
6.523,-4.1538602509660905e-5
6.524,-4.177530213667069e-5
6.525,-4.2011544330478046e-5
6.526,-4.224731686974792e-5
6.527,-4.24826160383418e-5
6.528,-4.271745109463154e-5
6.529,-4.295182015567889e-5
6.53,-4.318572133854559e-5
6.531,-4.3419152774504255e-5
6.532,-4.365211258772206e-5
6.533,-4.388459891657703e-5
6.534,-4.411660990655264e-5
6.535,-4.434814369602691e-5
6.536,-4.45791984304833e-5
6.537,-4.480977228382699e-5
6.538,-4.5039863401541425e-5
6.539,-4.526946995753178e-5
6.54,-4.5498590118597804e-5
6.541,-4.572722207285551e-5
6.542,-4.595536398710465e-5
6.543,-4.618301406367209e-5
6.544,-4.6410170483568436e-5
6.545,-4.6636831449120564e-5
6.546,-4.686299516976078e-5
6.547,-4.708865984781596e-5
6.548,-4.731382369982384e-5
6.549,-4.7538484949427584e-5
6.55,-4.776264181316492e-5
6.551,-4.798629253599529e-5
6.552,-4.820943534156186e-5
6.553,-4.8432068474824064e-5
6.554,-4.865419018784678e-5
6.555,-4.887579872558945e-5
6.556,-4.909689235432779e-5
6.557,-4.931746933323211e-5
6.558,-4.9537527935683556e-5
6.559,-4.975706643506328e-5
6.56,-4.997608311185786e-5
6.561,-5.0194576253659307e-5
6.562,-5.041254415516505e-5
6.563,-5.062998511107253e-5
6.564,-5.08468974231846e-5
6.565,-5.106327940751498e-5
6.566,-5.127912938007739e-5
6.567,-5.149444564267469e-5
6.568,-5.170922654684773e-5
6.569,-5.192347042282108e-5
6.57,-5.213717559371389e-5
6.571,-5.2350340418172436e-5
6.572,-5.2562963233526716e-5
6.573,-5.277504240552844e-5
6.574,-5.298657629992931e-5
6.575,-5.3197563275375614e-5
6.576,-5.3408001704724484e-5
6.577,-5.3617889982149336e-5
6.578,-5.3827226480507306e-5
6.579,-5.403600959397181e-5
6.58,-5.42442377238217e-5
6.581,-5.4451909278441235e-5
6.582,-5.465902265200384e-5
6.583,-5.48655762813155e-5
6.584,-5.507156857476048e-5
6.585,-5.527699796203933e-5
6.586,-5.548186288706347e-5
6.587,-5.568616178663888e-5
6.588,-5.588989310467696e-5
6.589,-5.609305528508912e-5
6.59,-5.629564681441934e-5
6.591,-5.649766613657903e-5
6.592,-5.6699111723901297e-5
6.593,-5.689998207003555e-5
6.594,-5.71002756473149e-5
6.595,-5.729999094938876e-5
6.596,-5.749912647701194e-5
6.597,-5.7697680723833855e-5
6.598,-5.7895652219031035e-5
6.599,-5.809303945625288e-5
6.6,-5.828984097888679e-5
6.601,-5.848605530900386e-5
6.602,-5.8681680982886064e-5
6.603,-5.8876716536815366e-5
6.604,-5.907116052128458e-5
6.605,-5.926501150099739e-5
6.606,-5.945826803355203e-5
6.607,-5.965092869075761e-5
6.608,-5.984299203021237e-5
6.609,-6.0034456659252555e-5
6.61,-6.022532114968726e-5
6.611,-6.041558410885273e-5
6.612,-6.060524412276891e-5
6.613,-6.07942795554095e-5
6.614,-6.0982692161815066e-5
6.615,-6.117049591125578e-5
6.616,-6.135768938975161e-5
6.617,-6.154427119042793e-5
6.618,-6.173023990641013e-5
6.619,-6.191559414503445e-5
6.62,-6.210033252784797e-5
6.621,-6.228445366218693e-5
6.622,-6.246795616249301e-5
6.623,-6.265083868584043e-5
6.624,-6.283309984667085e-5
6.625,-6.301473829495308e-5
6.626,-6.319575268065591e-5
6.627,-6.337614166795902e-5
6.628,-6.355590391393662e-5
6.629,-6.373503807566294e-5
6.63,-6.391354283863393e-5
6.631,-6.409141688124009e-5
6.632,-6.42686588960828e-5
6.633,-6.444526756865798e-5
6.634,-6.46212416128833e-5
6.635,-6.479657972846553e-5
6.636,-6.497128062932234e-5
6.637,-6.514534304358222e-5
6.638,-6.531876568516282e-5
6.639,-6.54915472964035e-5
6.64,-6.566368661964361e-5
6.641,-6.583518240432795e-5
6.642,-6.600603339279587e-5
6.643,-6.617623834870301e-5
6.644,-6.634579604281043e-5
6.645,-6.651470525298464e-5
6.646,-6.66829647499867e-5
6.647,-6.685057333299937e-5
6.648,-6.701752977988917e-5
6.649,-6.718383290404972e-5
6.65,-6.734948151176923e-5
6.651,-6.751447441644132e-5
6.652,-6.76788104243542e-5
6.653,-6.784248838442863e-5
6.654,-6.800550712426912e-5
6.655,-6.816786547858555e-5
6.656,-6.832956231050957e-5
6.657,-6.849059646185651e-5
6.658,-6.8650966795758e-5
6.659,-6.881067218245107e-5
6.66,-6.896971150638365e-5
6.661,-6.912808363779277e-5
6.662,-6.928578748244263e-5
6.663,-6.944282192478113e-5
6.664,-6.959918587057246e-5
6.665,-6.975487823268622e-5
6.666,-6.990989792399205e-5
6.667,-7.006424388578125e-5
6.668,-7.021791503092345e-5
6.669,-7.037091030781539e-5
6.67,-7.052322866485383e-5
6.671,-7.067486904333009e-5
6.672,-7.082583042006263e-5
6.673,-7.097611175765906e-5
6.674,-7.112571201872697e-5
6.675,-7.127463020850655e-5
6.676,-7.142286529671082e-5
6.677,-7.157041628857996e-5
6.678,-7.171728218935414e-5
6.679,-7.186346199716809e-5
6.68,-7.20089547456837e-5
6.681,-7.215375945435198e-5
6.682,-7.229787515683483e-5
6.683,-7.244130089389955e-5
6.684,-7.258403570631344e-5
6.685,-7.272607866326553e-5
6.686,-7.286742881262853e-5
6.687,-7.30080852306969e-5
6.688,-7.314804699376509e-5
6.689,-7.328731318523296e-5
6.69,-7.342588290271124e-5
6.691,-7.356375523670522e-5
6.692,-7.370092929903649e-5
6.693,-7.383740420863205e-5
6.694,-7.397317908441892e-5
6.695,-7.410825304532409e-5
6.696,-7.424262523869629e-5
6.697,-7.437629480477881e-5
6.698,-7.450926089802579e-5
6.699,-7.46415226799968e-5
6.7,-7.47730484533804e-5
6.701,-7.490384972896891e-5
6.702,-7.50339418758017e-5
6.703,-7.51633240412275e-5
6.704,-7.529199535838416e-5
6.705,-7.54199549746204e-5
6.706,-7.554720204439036e-5
6.707,-7.567373574346448e-5
6.708,-7.579955521919146e-5
6.709,-7.592465966865802e-5
6.71,-7.604904826052916e-5
6.711,-7.617272020610244e-5
6.712,-7.629567467404286e-5
6.713,-7.64179108827534e-5
6.714,-7.653942804353164e-5
6.715,-7.666022537478057e-5
6.716,-7.678030210200859e-5
6.717,-7.689965746493499e-5
6.718,-7.701829068196275e-5
6.719,-7.713620102123286e-5
6.72,-7.725338773667545e-5
6.721,-7.736985008222064e-5
6.722,-7.748558731890398e-5
6.723,-7.760059873618275e-5
6.724,-7.771488361640877e-5
6.725,-7.782844124193389e-5
6.726,-7.794127091642622e-5
6.727,-7.805337192934303e-5
6.728,-7.816474361987957e-5
